Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BPCL.NS,BHARTIARTL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,ITC.NS,INDUSINDBK.NS,INFY.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NTPC.NS,NESTLEIND.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SHRIRAMFIN.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,TATACONSUM.NS,TATASTEEL.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
2021-01-01,489.74090576171875,487.0433654785156,2383.683349609375,2633.825439453125,620.7275390625,3002.03857421875,514.0640258789062,884.2992553710938,129.1801300048828,488.0657958984375,3238.980712890625,788.78076171875,85.19889831542969,3718.387939453125,1009.4321899414062,2399.090576171875,903.76953125,751.72607421875,663.9057006835938,665.8001708984375,2523.56103515625,228.83041381835938,2173.49609375,505.9263000488281,159.7166290283203,867.872802734375,1086.0972900390625,366.7912292480469,396.46636962890625,1218.873046875,691.4931640625,7298.333984375,80.0753173828125,868.0439453125,67.06398010253906,80.89329528808594,897.047119140625,884.6103515625,194.43406677246094,253.2423095703125,561.122314453125,2521.073974609375,573.8136596679688,54.244354248046875,800.0465698242188,1529.7098388671875,5044.91064453125,176.86062622070312
2021-01-04,493.081298828125,482.2584533691406,2378.155517578125,2613.09130859375,621.623046875,3037.567138671875,507.83807373046875,887.1205444335938,133.7122039794922,489.9132080078125,3225.454345703125,794.1722412109375,86.39488220214844,3731.14013671875,1015.383056640625,2505.7080078125,933.8338012695312,775.3731079101562,659.689453125,682.926025390625,2475.736572265625,244.1433868408203,2208.953857421875,509.9544982910156,159.3805389404297,865.6552734375,1110.0518798828125,379.4035339355469,390.7998046875,1235.4130859375,707.2120971679688,7308.77197265625,80.0753173828125,864.621337890625,69.76236724853516,80.44508361816406,898.55908203125,900.41748046875,195.50531005859375,254.73779296875,568.7921752929688,2616.8115234375,576.1986083984375,58.453346252441406,819.6806640625,1522.1527099609375,5079.6181640625,180.64297485351562
2021-01-05,492.9815673828125,482.7901306152344,2477.0625,2651.19140625,661.1773071289062,3011.869140625,498.3748779296875,879.3546752929688,132.57916259765625,486.9761962890625,3223.820068359375,789.4010620117188,85.07299041748047,3711.674072265625,1018.2045288085938,2523.82373046875,930.7838134765625,784.0331420898438,664.6742553710938,700.49365234375,2494.728271484375,240.3031463623047,2230.847900390625,515.2774658203125,157.92413330078125,888.6019287109375,1114.834228515625,372.0149841308594,389.6466369628906,1227.6129150390625,698.7154541015625,7264.31640625,78.90309143066406,873.1038208007812,68.3232421875,80.25297546386719,887.3882446289062,894.637939453125,202.29603576660156,255.37232971191406,567.8980712890625,2662.9150390625,581.4931030273438,57.403202056884766,821.2350463867188,1541.8309326171875,5092.9677734375,185.15447998046875
2021-01-06,489.49163818359375,480.2284851074219,2469.8564453125,2662.103759765625,651.027587890625,2986.0419921875,489.7392272949219,875.915283203125,130.9895477294922,497.68212890625,3213.470458984375,787.0630493164062,85.04151153564453,3748.142578125,1018.4743041992188,2495.94287109375,953.34423828125,773.63330078125,661.8092041015625,705.6951904296875,2508.0263671875,248.70362854003906,2200.5791015625,524.3409423828125,153.4056396484375,889.2767333984375,1104.7523193359375,378.0858154296875,391.7641296386719,1234.84912109375,694.9390258789062,7238.837890625,79.1052017211914,871.080810546875,69.76236724853516,83.7320327758789,863.986083984375,899.3306274414062,217.37539672851562,258.36334228515625,569.6390991210938,2627.186279296875,577.1048583984375,57.677330017089844,815.75390625,1543.4503173828125,5195.13818359375,185.2000732421875
2021-01-07,516.613525390625,496.7097473144531,2476.173828125,2649.672607421875,667.7944946289062,2964.69921875,494.6752624511719,896.017822265625,132.6468048095703,516.583251953125,3225.363525390625,788.7329711914062,85.92277526855469,3673.94970703125,1015.1231689453125,2500.141357421875,962.300537109375,761.2560424804688,659.805908203125,691.2191772460938,2485.008056640625,262.0005187988281,2156.472900390625,518.9700317382812,151.4637908935547,917.9118041992188,1087.5618896484375,381.56829833984375,388.1853332519531,1258.2962646484375,702.7749633789062,7179.4833984375,78.41802978515625,852.8289794921875,70.44596862792969,84.11622619628906,862.5869140625,903.13427734375,237.27540588378906,260.7652893066406,566.439453125,2611.08642578125,573.1935424804688,60.966915130615234,813.7904663085938,1513.76123046875,5147.08056640625,185.35955810546875
2021-01-08,516.5138549804688,499.75469970703125,2520.544189453125,2699.444580078125,669.38671875,3043.3447265625,494.7726135253906,914.321044921875,135.33560180664062,511.84613037109375,3245.743896484375,800.3271484375,87.93708801269531,3728.14501953125,1028.0941162109375,2604.919677734375,972.4188232421875,786.6431274414062,666.9805297851562,703.6832275390625,2571.10205078125,257.4881896972656,2176.819091796875,519.8811645507812,150.49282836914062,906.10107421875,1130.602783203125,379.168212890625,391.8238220214844,1290.6710205078125,727.41552734375,7605.400390625,80.96459197998047,861.2479858398438,72.4247817993164,86.89093017578125,872.7647705078125,924.22705078125,235.26004028320312,259.2244567871094,584.2259521484375,2686.93603515625,581.4931030273438,60.152957916259766,859.8895874023438,1519.8951416015625,5331.87353515625,196.0459747314453
2021-01-11,517.6605224609375,491.3932189941406,2517.632080078125,2703.8095703125,663.6649169921875,3119.4033203125,485.2558898925781,895.8284301757812,135.876708984375,518.3833618164062,3279.878662109375,817.6466674804688,89.1960220336914,3692.642578125,1043.221923828125,2620.298828125,972.4188232421875,834.451416015625,676.2049560546875,711.6328125,2600.870849609375,254.1280059814453,2211.321533203125,522.4227905273438,151.23971557617188,895.78466796875,1185.8358154296875,375.5915832519531,385.3520202636719,1268.6806640625,744.975341796875,7812.11962890625,80.0348892211914,865.2564086914062,73.7919921875,86.89093017578125,856.3131713867188,924.9679565429688,227.2618865966797,256.0520935058594,584.4141235351562,2734.762451171875,600.0478515625,58.676856994628906,881.56884765625,1534.91162109375,5362.3388671875,203.61070251464844
2021-01-12,523.8926391601562,494.1965026855469,2484.76171875,2581.6337890625,672.3718872070312,3125.35400390625,490.8977966308594,893.1268920898438,136.14727783203125,536.0054321289062,3296.946044921875,804.573486328125,92.31192016601562,3639.606201171875,1031.0985107421875,2718.896728515625,978.2283935546875,839.9876098632812,689.9717407226562,705.0573120117188,2641.986083984375,253.7919921875,2162.890380859375,525.5878295898438,154.1898193359375,894.3867797851562,1182.001708984375,376.06219482421875,378.45281982421875,1268.4927978515625,736.24267578125,7769.70458984375,80.96459197998047,846.7977905273438,74.4395751953125,86.95494842529297,883.3036499023438,913.8535766601562,229.25009155273438,265.1158752441406,573.7328491210938,2733.38427734375,595.5641479492188,58.61359786987305,870.6063842773438,1498.793701171875,5376.92724609375,208.57794189453125
2021-01-13,534.5120239257812,518.749267578125,2447.20263671875,2565.64453125,684.4122924804688,3105.218017578125,477.3358459472656,876.6429443359375,139.30958557128906,547.8482666015625,3287.413818359375,803.1898803710938,91.77687072753906,3593.138916015625,1018.8016967773438,2706.630859375,1000.5467529296875,835.1236572265625,685.1499633789062,700.0029296875,2648.940673828125,252.15989685058594,2159.65869140625,533.740234375,157.7747802734375,908.9452514648438,1195.2713623046875,379.2623596191406,374.2079162597656,1271.0301513671875,782.0306396484375,7723.966796875,82.90483856201172,847.7479858398438,75.73480224609375,87.5099105834961,875.0665283203125,915.3848876953125,220.9432373046875,278.0770568847656,566.8157348632812,2719.69482421875,591.8436889648438,59.8155632019043,875.0651245117188,1477.8885498046875,5388.13134765625,209.1703643798828
2021-01-14,530.5733642578125,519.039306640625,2479.57958984375,2527.876220703125,672.67041015625,3083.7890625,474.84832763671875,872.02734375,144.31512451171875,550.0272827148438,3327.63134765625,802.426513671875,92.31192016601562,3598.259033203125,1022.4415283203125,2723.5673828125,987.8624877929688,812.7813720703125,684.2648315429688,693.7708740234375,2656.911865234375,250.95977783203125,2183.510009765625,530.6710205078125,159.94068908691406,934.9288940429688,1180.924560546875,373.09735107421875,376.30548095703125,1293.678466796875,783.4940185546875,7733.07666015625,82.62188720703125,853.0784301757812,75.59089660644531,87.55258178710938,884.9059448242188,914.0017700195312,221.23377990722656,278.4849853515625,571.2860717773438,2804.012939453125,585.73828125,59.579383850097656,861.11669921875,1462.3323974609375,5322.91015625,207.05128479003906
